Station Name,Latitude (deg),Longitude (deg),Elevation (ft),Max Temp (F),Min Temp (F),Rainfall (in),Corn GDD (F),Corn AGDD (F),Delta GDD (5yr),County,Date
Brorson,47.782,-104.248,2268,90.752,54.08600000000001,0.0,20.0,1736.0,48.0,"Richland, MT",2017-08-23
Brorson,47.782,-104.248,2268,94.064,51.026,0.0,19.0,1755.0,52.0,"Richland, MT",2017-08-24
Brorson,47.782,-104.248,2268,78.08,57.308,0.08,18.0,1773.0,55.0,"Richland, MT",2017-08-25
Brorson,47.782,-104.248,2268,83.37200000000001,53.492,0.0,18.0,1791.0,56.0,"Richland, MT",2017-08-26
Brorson,47.782,-104.248,2268,90.086,51.89,0.0,19.0,1810.0,55.0,"Richland, MT",2017-08-27
Brorson,47.782,-104.248,2268,92.606,51.728,0.0,19.0,1829.0,52.0,"Richland, MT",2017-08-28
Brorson,47.782,-104.248,2268,96.188,56.642,0.0,21.0,1850.0,52.0,"Richland, MT",2017-08-29
Brorson,47.782,-104.248,2268,88.898,57.056,0.0,22.0,1872.0,55.0,"Richland, MT",2017-08-30
Brorson,47.782,-104.248,2268,92.156,62.132,0.01,24.0,1896.0,60.0,"Richland, MT",2017-08-31
Brorson,47.782,-104.248,2268,79.988,57.218,0.0,19.0,1915.0,59.0,"Richland, MT",2017-09-01
Brorson,47.782,-104.248,2268,88.304,50.27,0.0,18.0,1933.0,58.0,"Richland, MT",2017-09-02
Brorson,47.782,-104.248,2268,84.93799999999997,57.398,0.0,21.0,1954.0,59.0,"Richland, MT",2017-09-03
Brorson,47.782,-104.248,2268,71.11399999999998,50.846,0.0,11.0,1965.0,57.0,"Richland, MT",2017-09-04
Brorson,47.782,-104.248,2268,72.086,43.542,0.0,11.0,1976.0,55.0,"Richland, MT",2017-09-05
Brorson,47.782,-104.248,2268,81.446,41.767,0.0,16.0,1992.0,56.0,"Richland, MT",2017-09-06
Brorson,47.782,-104.248,2268,87.368,45.94300000000001,0.0,18.0,2010.0,61.0,"Richland, MT",2017-09-07
Brorson,47.782,-104.248,2268,89.07799999999997,49.118,0.0,18.0,2028.0,67.0,"Richland, MT",2017-09-08
Brorson,47.782,-104.248,2268,95.846,53.924,0.0,20.0,2048.0,76.0,"Richland, MT",2017-09-09
Brorson,47.782,-104.248,2268,87.87200000000001,58.1,0.0,22.0,2070.0,86.0,"Richland, MT",2017-09-10
Brorson,47.782,-104.248,2268,89.762,51.476000000000006,0.0,19.0,2089.0,94.0,"Richland, MT",2017-09-11
Brorson,47.782,-104.248,2268,89.16799999999998,52.214,0.0,19.0,2108.0,103.0,"Richland, MT",2017-09-12
Brorson,47.782,-104.248,2268,74.768,46.202,0.0,12.0,2120.0,103.0,"Richland, MT",2017-09-13
Brorson,47.782,-104.248,2268,61.178,48.632,0.06,6.0,2126.0,97.0,"Richland, MT",2017-09-14
Brorson,47.782,-104.248,2268,49.58600000000001,40.651,1.341,0.0,2126.0,85.0,"Richland, MT",2017-09-15
Brorson,47.782,-104.248,2268,47.228,40.136,0.27,0.0,2126.0,74.0,"Richland, MT",2017-09-16
Brorson,47.782,-104.248,2268,62.816,34.277,0.01,6.0,2132.0,67.0,"Richland, MT",2017-09-17
Brorson,47.782,-104.248,2268,75.308,39.474,0.0,13.0,2145.0,66.0,"Richland, MT",2017-09-18
Brorson,47.782,-104.248,2268,62.618,43.306,0.0,6.0,2151.0,61.0,"Richland, MT",2017-09-19
Brorson,47.782,-104.248,2268,67.91,40.489,0.0,9.0,2160.0,58.0,"Richland, MT",2017-09-20
Brorson,47.782,-104.248,2268,62.132,42.026,0.0,6.0,2166.0,53.0,"Richland, MT",2017-09-21
Brorson,47.782,-104.248,2268,49.694,39.709,0.0,0.0,2166.0,43.0,"Richland, MT",2017-09-22
Brorson,47.782,-104.248,2268,50.234,39.792,0.15,0.0,2166.0,34.0,"Richland, MT",2017-09-23
Brorson,47.782,-104.248,2268,48.722,41.423,0.12,0.0,2166.0,22.0,"Richland, MT",2017-09-24
Brorson,47.782,-104.248,2268,50.234,41.767,0.0,0.0,2166.0,7.0,"Richland, MT",2017-09-25
Brorson,47.782,-104.248,2268,61.07,39.706,0.0,6.0,2172.0,-1.0,"Richland, MT",2017-09-26
Brorson,47.782,-104.248,2268,72.66199999999998,41.07899999999999,0.0,11.0,2183.0,-1.0,"Richland, MT",2017-09-27
Brorson,47.782,-104.248,2268,70.574,47.174,0.0,10.0,2193.0,0.0,"Richland, MT",2017-09-28
Brorson,47.782,-104.248,2268,72.32,44.074,0.0,11.0,2204.0,-1.0,"Richland, MT",2017-09-29
Brorson,47.782,-104.248,2268,74.66,51.872,0.0,13.0,2217.0,2.0,"Richland, MT",2017-09-30
Sidney,47.729819,-104.152406,1950,68.324,43.322,0.156,,,,"Richland, MT",2017-05-15
Sidney,47.729819,-104.152406,1950,66.77600000000001,43.308,0.01,8.0,8.0,-2.0,"Richland, MT",2017-05-16
Sidney,47.729819,-104.152406,1950,59.99,39.227,0.0,5.0,13.0,-7.0,"Richland, MT",2017-05-17
Sidney,47.729819,-104.152406,1950,58.478,32.533,0.0,4.0,17.0,-15.0,"Richland, MT",2017-05-18
Sidney,47.729819,-104.152406,1950,61.934,27.322,0.0,6.0,23.0,-19.0,"Richland, MT",2017-05-19
Sidney,47.729819,-104.152406,1950,66.25399999999999,44.587,0.0,8.0,31.0,-20.0,"Richland, MT",2017-05-20
Sidney,47.729819,-104.152406,1950,70.376,35.366,0.0,10.0,41.0,-24.0,"Richland, MT",2017-05-21
Sidney,47.729819,-104.152406,1950,67.49600000000001,42.654,0.0,9.0,50.0,-30.0,"Richland, MT",2017-05-22
Sidney,47.729819,-104.152406,1950,71.762,36.525,0.0,11.0,61.0,-31.0,"Richland, MT",2017-05-23
Sidney,47.729819,-104.152406,1950,78.89,49.784,0.16699999999999998,14.0,75.0,-29.0,"Richland, MT",2017-05-24
Sidney,47.729819,-104.152406,1950,62.078,44.368,0.0,6.0,81.0,-33.0,"Richland, MT",2017-05-25
Sidney,47.729819,-104.152406,1950,69.188,46.526,0.0,10.0,91.0,-35.0,"Richland, MT",2017-05-26
Sidney,47.729819,-104.152406,1950,74.012,44.269,0.0,12.0,103.0,-35.0,"Richland, MT",2017-05-27
Sidney,47.729819,-104.152406,1950,72.23,45.18,0.0,11.0,114.0,-35.0,"Richland, MT",2017-05-28
Sidney,47.729819,-104.152406,1950,67.964,41.89100000000001,0.0,9.0,123.0,-37.0,"Richland, MT",2017-05-29
Sidney,47.729819,-104.152406,1950,68.702,38.374,0.0,9.0,132.0,-35.0,"Richland, MT",2017-05-30
Sidney,47.729819,-104.152406,1950,79.862,35.494,0.0,15.0,147.0,-29.0,"Richland, MT",2017-05-31
Sidney,47.729819,-104.152406,1950,92.12,53.20399999999999,0.0,20.0,167.0,-22.0,"Richland, MT",2017-06-01
Sidney,47.729819,-104.152406,1950,79.664,57.578,0.0,19.0,186.0,-15.0,"Richland, MT",2017-06-02
Sidney,47.729819,-104.152406,1950,83.714,53.402,0.0,19.0,205.0,-8.0,"Richland, MT",2017-06-03
Sidney,47.729819,-104.152406,1950,92.786,46.049,0.0,18.0,223.0,-2.0,"Richland, MT",2017-06-04
Sidney,47.729819,-104.152406,1950,91.616,60.99800000000001,0.0,23.0,246.0,4.0,"Richland, MT",2017-06-05
Sidney,47.729819,-104.152406,1950,77.342,48.056,0.0,14.0,260.0,3.0,"Richland, MT",2017-06-06
Sidney,47.729819,-104.152406,1950,78.818,43.608,0.0,14.0,274.0,4.0,"Richland, MT",2017-06-07
Sidney,47.729819,-104.152406,1950,84.12799999999999,51.242,0.0,18.0,292.0,5.0,"Richland, MT",2017-06-08
Sidney,47.729819,-104.152406,1950,87.242,58.154,0.073,22.0,314.0,8.0,"Richland, MT",2017-06-09
Sidney,47.729819,-104.152406,1950,76.568,55.328,0.188,16.0,330.0,9.0,"Richland, MT",2017-06-10
Sidney,47.729819,-104.152406,1950,74.264,53.042,0.0,14.0,344.0,9.0,"Richland, MT",2017-06-11
Sidney,47.729819,-104.152406,1950,80.546,45.44600000000001,0.0,15.0,359.0,8.0,"Richland, MT",2017-06-12
Sidney,47.729819,-104.152406,1950,71.582,55.04,0.219,13.0,372.0,4.0,"Richland, MT",2017-06-13
Sidney,47.729819,-104.152406,1950,66.884,54.104,0.688,10.0,382.0,0.0,"Richland, MT",2017-06-14
Sidney,47.729819,-104.152406,1950,75.794,53.20399999999999,0.0,14.0,396.0,1.0,"Richland, MT",2017-06-15
Sidney,47.729819,-104.152406,1950,73.598,50.81,0.021,12.0,408.0,-1.0,"Richland, MT",2017-06-16
Sidney,47.729819,-104.152406,1950,69.062,51.062,0.073,10.0,418.0,-6.0,"Richland, MT",2017-06-17
Sidney,47.729819,-104.152406,1950,73.652,43.927,0.0,12.0,430.0,-9.0,"Richland, MT",2017-06-18
Sidney,47.729819,-104.152406,1950,80.042,46.652,0.0,15.0,445.0,-10.0,"Richland, MT",2017-06-19
Sidney,47.729819,-104.152406,1950,80.726,47.426,0.0,15.0,460.0,-10.0,"Richland, MT",2017-06-20
Sidney,47.729819,-104.152406,1950,77.81,55.562,0.0,17.0,477.0,-10.0,"Richland, MT",2017-06-21
Sidney,47.729819,-104.152406,1950,70.214,51.8,0.0,11.0,488.0,-13.0,"Richland, MT",2017-06-22
Sidney,47.729819,-104.152406,1950,67.172,44.416,0.0,9.0,497.0,-21.0,"Richland, MT",2017-06-23
Sidney,47.729819,-104.152406,1950,68.63,41.932,0.0,9.0,506.0,-30.0,"Richland, MT",2017-06-24
Sidney,47.729819,-104.152406,1950,74.084,43.477,0.0,12.0,518.0,-35.0,"Richland, MT",2017-06-25
Sidney,47.729819,-104.152406,1950,83.714,44.125,0.0,17.0,535.0,-38.0,"Richland, MT",2017-06-26
Sidney,47.729819,-104.152406,1950,88.178,61.682,0.0,24.0,559.0,-33.0,"Richland, MT",2017-06-27
Sidney,47.729819,-104.152406,1950,82.094,48.488,0.01,16.0,575.0,-35.0,"Richland, MT",2017-06-28
Sidney,47.729819,-104.152406,1950,79.34,47.372,0.0,15.0,590.0,-38.0,"Richland, MT",2017-06-29
Sidney,47.729819,-104.152406,1950,75.794,41.46100000000001,0.0,13.0,603.0,-44.0,"Richland, MT",2017-06-30
Sidney,47.729819,-104.152406,1950,82.07600000000002,55.742,0.0,19.0,622.0,-44.0,"Richland, MT",2017-07-01
Sidney,47.729819,-104.152406,1950,84.30799999999998,53.474,0.0,19.0,641.0,-45.0,"Richland, MT",2017-07-02
Sidney,47.729819,-104.152406,1950,97.196,57.11,0.0,22.0,663.0,-45.0,"Richland, MT",2017-07-03
Sidney,47.729819,-104.152406,1950,91.094,61.754,0.0,24.0,687.0,-43.0,"Richland, MT",2017-07-04
Sidney,47.729819,-104.152406,1950,98.492,59.576,0.0,23.0,710.0,-40.0,"Richland, MT",2017-07-05
Sidney,47.729819,-104.152406,1950,84.596,58.298,0.0,21.0,731.0,-36.0,"Richland, MT",2017-07-06
Sidney,47.729819,-104.152406,1950,87.67399999999998,56.678,0.0,21.0,752.0,-33.0,"Richland, MT",2017-07-07
Sidney,47.729819,-104.152406,1950,97.196,55.958,0.0,21.0,773.0,-31.0,"Richland, MT",2017-07-08
Sidney,47.729819,-104.152406,1950,87.152,62.798,0.0,24.0,797.0,-27.0,"Richland, MT",2017-07-09
Sidney,47.729819,-104.152406,1950,96.008,63.05,0.198,25.0,822.0,-24.0,"Richland, MT",2017-07-10
Sidney,47.729819,-104.152406,1950,83.462,59.882,0.0,22.0,844.0,-24.0,"Richland, MT",2017-07-11
Sidney,47.729819,-104.152406,1950,75.2,56.84,0.0,16.0,860.0,-29.0,"Richland, MT",2017-07-12
Sidney,47.729819,-104.152406,1950,87.494,51.242,0.0,19.0,879.0,-30.0,"Richland, MT",2017-07-13
Sidney,47.729819,-104.152406,1950,97.808,62.708,0.0,24.0,903.0,-23.0,"Richland, MT",2017-07-14
Sidney,47.729819,-104.152406,1950,88.7,54.374,0.0,20.0,923.0,-23.0,"Richland, MT",2017-07-15
Sidney,47.729819,-104.152406,1950,98.906,68.774,0.0,27.0,950.0,-15.0,"Richland, MT",2017-07-16
Sidney,47.729819,-104.152406,1950,81.05,60.044,0.0,21.0,971.0,-12.0,"Richland, MT",2017-07-17
Sidney,47.729819,-104.152406,1950,82.94,52.862,0.0,18.0,989.0,-14.0,"Richland, MT",2017-07-18
Sidney,47.729819,-104.152406,1950,89.042,59.846,0.01,23.0,1012.0,-13.0,"Richland, MT",2017-07-19
Sidney,47.729819,-104.152406,1950,93.326,54.59,0.021,20.0,1032.0,-15.0,"Richland, MT",2017-07-20
Sidney,47.729819,-104.152406,1950,90.32,58.982,0.0,22.0,1054.0,-15.0,"Richland, MT",2017-07-21
Sidney,47.729819,-104.152406,1950,84.146,50.972,0.0,18.0,1072.0,-17.0,"Richland, MT",2017-07-22
Sidney,47.729819,-104.152406,1950,93.092,51.152,0.0,19.0,1091.0,-19.0,"Richland, MT",2017-07-23
Sidney,47.729819,-104.152406,1950,92.642,63.914,0.0,25.0,1116.0,-15.0,"Richland, MT",2017-07-24
Sidney,47.729819,-104.152406,1950,87.242,59.95399999999999,0.0,23.0,1139.0,-10.0,"Richland, MT",2017-07-25
Sidney,47.729819,-104.152406,1950,88.35799999999998,52.52,0.0,19.0,1158.0,-8.0,"Richland, MT",2017-07-26
Sidney,47.729819,-104.152406,1950,86.486,62.33,0.37,24.0,1182.0,-1.0,"Richland, MT",2017-07-27
Sidney,47.729819,-104.152406,1950,92.318,56.768,0.0,21.0,1203.0,2.0,"Richland, MT",2017-07-28
Sidney,47.729819,-104.152406,1950,86.774,62.618,0.0,24.0,1227.0,8.0,"Richland, MT",2017-07-29
Sidney,47.729819,-104.152406,1950,96.692,57.2,0.0,22.0,1249.0,12.0,"Richland, MT",2017-07-30
Sidney,47.729819,-104.152406,1950,88.538,59.792,0.0,23.0,1272.0,14.0,"Richland, MT",2017-07-31
Sidney,47.729819,-104.152406,1950,81.23,54.24800000000001,0.02,18.0,1290.0,12.0,"Richland, MT",2017-08-01
Sidney,47.729819,-104.152406,1950,70.538,51.65600000000001,0.68,11.0,1301.0,4.0,"Richland, MT",2017-08-02
Sidney,47.729819,-104.152406,1950,74.60600000000002,44.36600000000001,0.0,12.0,1313.0,-2.0,"Richland, MT",2017-08-03
Sidney,47.729819,-104.152406,1950,80.204,46.22,0.0,15.0,1328.0,-5.0,"Richland, MT",2017-08-04
Sidney,47.729819,-104.152406,1950,66.83,57.614,0.01,12.0,1340.0,-12.0,"Richland, MT",2017-08-05
Sidney,47.729819,-104.152406,1950,72.374,52.268,0.03,12.0,1352.0,-19.0,"Richland, MT",2017-08-06
Sidney,47.729819,-104.152406,1950,81.392,44.933,0.0,16.0,1368.0,-22.0,"Richland, MT",2017-08-07
Sidney,47.729819,-104.152406,1950,84.758,48.974,0.25,17.0,1385.0,-24.0,"Richland, MT",2017-08-08
Sidney,47.729819,-104.152406,1950,71.97800000000002,53.54600000000001,0.0,13.0,1398.0,-30.0,"Richland, MT",2017-08-09
Sidney,47.729819,-104.152406,1950,75.794,47.51600000000001,0.0,13.0,1411.0,-36.0,"Richland, MT",2017-08-10
Sidney,47.729819,-104.152406,1950,83.28200000000002,49.04600000000001,0.31,17.0,1428.0,-37.0,"Richland, MT",2017-08-11
Sidney,47.729819,-104.152406,1950,74.696,54.644,0.09,15.0,1443.0,-41.0,"Richland, MT",2017-08-12
Sidney,47.729819,-104.152406,1950,77.18,52.52,0.0,15.0,1458.0,-47.0,"Richland, MT",2017-08-13
Sidney,47.729819,-104.152406,1950,77.432,53.114,0.0,15.0,1473.0,-52.0,"Richland, MT",2017-08-14
Sidney,47.729819,-104.152406,1950,75.632,52.268,0.0,14.0,1487.0,-57.0,"Richland, MT",2017-08-15
Sidney,47.729819,-104.152406,1950,84.93799999999997,48.434,0.0,17.0,1504.0,-58.0,"Richland, MT",2017-08-16
Sidney,47.729819,-104.152406,1950,88.03399999999998,51.31399999999999,0.0,19.0,1523.0,-57.0,"Richland, MT",2017-08-17
Sidney,47.729819,-104.152406,1950,85.46,55.076,0.03,20.0,1543.0,-55.0,"Richland, MT",2017-08-18
Sidney,47.729819,-104.152406,1950,86.36,53.88800000000001,0.0,20.0,1563.0,-51.0,"Richland, MT",2017-08-19
Sidney,47.729819,-104.152406,1950,78.368,45.79,0.0,14.0,1577.0,-55.0,"Richland, MT",2017-08-20
Sidney,47.729819,-104.152406,1950,76.406,47.15600000000001,0.0,13.0,1590.0,-60.0,"Richland, MT",2017-08-21
Sidney,47.729819,-104.152406,1950,79.844,41.632,0.0,15.0,1605.0,-62.0,"Richland, MT",2017-08-22
Sidney,47.729819,-104.152406,1950,90.41,49.91,0.0,18.0,1623.0,-59.0,"Richland, MT",2017-08-23
Sidney,47.729819,-104.152406,1950,93.65,53.20399999999999,0.0,20.0,1643.0,-54.0,"Richland, MT",2017-08-24
Sidney,47.729819,-104.152406,1950,78.368,55.904,0.05,17.0,1660.0,-51.0,"Richland, MT",2017-08-25
Sidney,47.729819,-104.152406,1950,81.752,53.726000000000006,0.0,18.0,1678.0,-50.0,"Richland, MT",2017-08-26
Sidney,47.729819,-104.152406,1950,90.59,48.88399999999999,0.0,18.0,1696.0,-51.0,"Richland, MT",2017-08-27
Sidney,47.729819,-104.152406,1950,91.67,46.652,0.0,18.0,1714.0,-53.0,"Richland, MT",2017-08-28
Sidney,47.729819,-104.152406,1950,93.452,50.72,0.0,18.0,1732.0,-55.0,"Richland, MT",2017-08-29
Sidney,47.729819,-104.152406,1950,88.448,56.948,0.0,21.0,1753.0,-53.0,"Richland, MT",2017-08-30
Sidney,47.729819,-104.152406,1950,92.642,64.778,0.0,25.0,1778.0,-45.0,"Richland, MT",2017-08-31
Sidney,47.729819,-104.152406,1950,79.358,51.83600000000001,0.0,16.0,1794.0,-48.0,"Richland, MT",2017-09-01
Sidney,47.729819,-104.152406,1950,87.854,46.472,0.0,18.0,1812.0,-49.0,"Richland, MT",2017-09-02
Sidney,47.729819,-104.152406,1950,84.65,55.58,0.0,20.0,1832.0,-47.0,"Richland, MT",2017-09-03
Sidney,47.729819,-104.152406,1950,71.546,50.63,0.0,11.0,1843.0,-50.0,"Richland, MT",2017-09-04
Sidney,47.729819,-104.152406,1950,71.42,40.086,0.0,11.0,1854.0,-52.0,"Richland, MT",2017-09-05
Sidney,47.729819,-104.152406,1950,79.682,38.417,0.0,15.0,1869.0,-52.0,"Richland, MT",2017-09-06
Sidney,47.729819,-104.152406,1950,85.17200000000003,41.207,0.0,18.0,1887.0,-48.0,"Richland, MT",2017-09-07
Sidney,47.729819,-104.152406,1950,89.31200000000003,45.963,0.0,18.0,1905.0,-42.0,"Richland, MT",2017-09-08
Sidney,47.729819,-104.152406,1950,93.758,52.52,0.0,19.0,1924.0,-35.0,"Richland, MT",2017-09-09
Sidney,47.729819,-104.152406,1950,88.538,56.75,0.0,21.0,1945.0,-26.0,"Richland, MT",2017-09-10
Sidney,47.729819,-104.152406,1950,88.52,46.308,0.0,18.0,1963.0,-19.0,"Richland, MT",2017-09-11
Sidney,47.729819,-104.152406,1950,90.068,47.426,0.0,18.0,1981.0,-11.0,"Richland, MT",2017-09-12
Sidney,47.729819,-104.152406,1950,73.94,41.632,0.0,12.0,1993.0,-10.0,"Richland, MT",2017-09-13
Sidney,47.729819,-104.152406,1950,59.36,49.712,0.05,5.0,1998.0,-18.0,"Richland, MT",2017-09-14
Sidney,47.729819,-104.152406,1950,50.414,41.46100000000001,1.291,0.0,1998.0,-30.0,"Richland, MT",2017-09-15
Sidney,47.729819,-104.152406,1950,46.904,38.455,0.22,0.0,1998.0,-42.0,"Richland, MT",2017-09-16
Sidney,47.729819,-104.152406,1950,62.96,34.72,0.01,6.0,2004.0,-49.0,"Richland, MT",2017-09-17
Sidney,47.729819,-104.152406,1950,74.96600000000002,35.838,0.0,12.0,2016.0,-52.0,"Richland, MT",2017-09-18
Sidney,47.729819,-104.152406,1950,63.878,43.984,0.0,7.0,2023.0,-56.0,"Richland, MT",2017-09-19
Sidney,47.729819,-104.152406,1950,68.52199999999999,40.086,0.0,9.0,2032.0,-59.0,"Richland, MT",2017-09-20
Sidney,47.729819,-104.152406,1950,62.36600000000001,39.079,0.0,6.0,2038.0,-64.0,"Richland, MT",2017-09-21
Sidney,47.729819,-104.152406,1950,50.252,41.547,0.0,0.0,2038.0,-74.0,"Richland, MT",2017-09-22
Sidney,47.729819,-104.152406,1950,49.94600000000001,41.117,0.17,0.0,2038.0,-85.0,"Richland, MT",2017-09-23
Sidney,47.729819,-104.152406,1950,48.70399999999999,42.147,0.1,0.0,2038.0,-98.0,"Richland, MT",2017-09-24
Sidney,47.729819,-104.152406,1950,50.972,41.288,0.02,0.0,2038.0,-111.0,"Richland, MT",2017-09-25
Sidney,47.729819,-104.152406,1950,61.934,40.86,0.0,6.0,2044.0,-120.0,"Richland, MT",2017-09-26
Sidney,47.729819,-104.152406,1950,72.896,40.687,0.0,11.0,2055.0,-120.0,"Richland, MT",2017-09-27
Sidney,47.729819,-104.152406,1950,70.77199999999998,41.89100000000001,0.0,10.0,2065.0,-119.0,"Richland, MT",2017-09-28
Sidney,47.729819,-104.152406,1950,72.392,40.944,0.0,11.0,2076.0,-120.0,"Richland, MT",2017-09-29
Sidney,47.729819,-104.152406,1950,74.264,51.926,0.0,13.0,2089.0,-118.0,"Richland, MT",2017-09-30
Baker,48.167,-99.648,1680,75.61399999999998,47.51600000000001,0.0,,,,"Benson, ND",2017-05-15
Baker,48.167,-99.648,1680,62.168,47.822,0.083,6.0,6.0,-2.0,"Benson, ND",2017-05-16
Baker,48.167,-99.648,1680,52.142,38.529,0.0,1.0,7.0,-12.0,"Benson, ND",2017-05-17
Baker,48.167,-99.648,1680,57.632,32.301,0.0,4.0,11.0,-17.0,"Benson, ND",2017-05-18
Baker,48.167,-99.648,1680,60.63800000000001,33.489000000000004,0.0,5.0,16.0,-19.0,"Benson, ND",2017-05-19
Baker,48.167,-99.648,1680,60.494,41.326,0.0,5.0,21.0,-22.0,"Benson, ND",2017-05-20
Baker,48.167,-99.648,1680,62.168,40.476,0.0,6.0,27.0,-26.0,"Benson, ND",2017-05-21
Baker,48.167,-99.648,1680,60.26,43.963,0.0,5.0,32.0,-35.0,"Benson, ND",2017-05-22
Baker,48.167,-99.648,1680,66.884,42.433,0.0,8.0,40.0,-40.0,"Benson, ND",2017-05-23
Baker,48.167,-99.648,1680,67.47800000000001,40.13800000000001,0.0,9.0,49.0,-44.0,"Benson, ND",2017-05-24
Baker,48.167,-99.648,1680,74.084,48.002,0.01,12.0,61.0,-43.0,"Benson, ND",2017-05-25
Baker,48.167,-99.648,1680,64.88600000000001,47.49800000000001,0.0,7.0,68.0,-46.0,"Benson, ND",2017-05-26
Baker,48.167,-99.648,1680,72.806,45.882,0.0,11.0,79.0,-45.0,"Benson, ND",2017-05-27
Baker,48.167,-99.648,1680,66.488,46.395,0.0,8.0,87.0,-49.0,"Benson, ND",2017-05-28
Baker,48.167,-99.648,1680,58.82,46.14100000000001,0.0,4.0,91.0,-57.0,"Benson, ND",2017-05-29
Baker,48.167,-99.648,1680,66.542,44.874,0.0,8.0,99.0,-60.0,"Benson, ND",2017-05-30
Baker,48.167,-99.648,1680,74.426,41.24100000000001,0.0,12.0,111.0,-58.0,"Benson, ND",2017-05-31
Baker,48.167,-99.648,1680,85.838,45.655,0.0,18.0,129.0,-50.0,"Benson, ND",2017-06-01
Baker,48.167,-99.648,1680,94.784,58.56800000000001,0.0,22.0,151.0,-38.0,"Benson, ND",2017-06-02
Baker,48.167,-99.648,1680,82.454,55.85,0.0,19.0,170.0,-30.0,"Benson, ND",2017-06-03
Baker,48.167,-99.648,1680,85.334,53.168,0.0,19.0,189.0,-24.0,"Benson, ND",2017-06-04
Baker,48.167,-99.648,1680,84.074,54.77,0.0,19.0,208.0,-21.0,"Benson, ND",2017-06-05
Baker,48.167,-99.648,1680,75.61399999999998,57.128,0.0,16.0,224.0,-18.0,"Benson, ND",2017-06-06
Baker,48.167,-99.648,1680,76.28,52.25,0.0,14.0,238.0,-18.0,"Benson, ND",2017-06-07
Baker,48.167,-99.648,1680,80.078,51.99800000000001,0.0,16.0,254.0,-17.0,"Benson, ND",2017-06-08
Baker,48.167,-99.648,1680,87.206,60.854,0.534,23.0,277.0,-13.0,"Benson, ND",2017-06-09
Baker,48.167,-99.648,1680,78.242,58.478,0.01,18.0,295.0,-11.0,"Benson, ND",2017-06-10
Baker,48.167,-99.648,1680,80.27600000000002,56.69600000000001,0.0,18.0,313.0,-4.0,"Benson, ND",2017-06-11
Baker,48.167,-99.648,1680,76.78399999999998,50.198,0.0,13.0,326.0,-6.0,"Benson, ND",2017-06-12
Baker,48.167,-99.648,1680,67.262,54.24800000000001,0.985,11.0,337.0,-10.0,"Benson, ND",2017-06-13
Baker,48.167,-99.648,1680,65.39,54.06800000000001,0.01,10.0,347.0,-15.0,"Benson, ND",2017-06-14
Baker,48.167,-99.648,1680,67.946,54.914,0.0,11.0,358.0,-18.0,"Benson, ND",2017-06-15
Baker,48.167,-99.648,1680,72.824,52.988,0.0,13.0,371.0,-19.0,"Benson, ND",2017-06-16
Baker,48.167,-99.648,1680,69.944,53.924,0.0,12.0,383.0,-22.0,"Benson, ND",2017-06-17
Baker,48.167,-99.648,1680,65.048,53.56399999999999,0.01,9.0,392.0,-27.0,"Benson, ND",2017-06-18
Baker,48.167,-99.648,1680,71.78,48.506,0.0,11.0,403.0,-32.0,"Benson, ND",2017-06-19
Baker,48.167,-99.648,1680,70.52,48.182,0.0,10.0,413.0,-38.0,"Benson, ND",2017-06-20
Baker,48.167,-99.648,1680,79.916,54.158,0.0,17.0,430.0,-38.0,"Benson, ND",2017-06-21
Baker,48.167,-99.648,1680,72.446,56.57,0.0,15.0,445.0,-38.0,"Benson, ND",2017-06-22
Baker,48.167,-99.648,1680,61.718,46.36,0.0,6.0,451.0,-48.0,"Benson, ND",2017-06-23
Baker,48.167,-99.648,1680,56.984,42.39,0.0,3.0,454.0,-61.0,"Benson, ND",2017-06-24
Baker,48.167,-99.648,1680,64.904,42.051,0.042,7.0,461.0,-73.0,"Benson, ND",2017-06-25
Baker,48.167,-99.648,1680,71.15,45.622,0.0,11.0,472.0,-83.0,"Benson, ND",2017-06-26
Baker,48.167,-99.648,1680,82.166,49.982,0.01,16.0,488.0,-87.0,"Benson, ND",2017-06-27
Baker,48.167,-99.648,1680,77.432,60.368,0.115,19.0,507.0,-87.0,"Benson, ND",2017-06-28
Baker,48.167,-99.648,1680,75.056,58.01,0.0,17.0,524.0,-89.0,"Benson, ND",2017-06-29
Baker,48.167,-99.648,1680,70.25,49.82,0.0,10.0,534.0,-95.0,"Benson, ND",2017-06-30
Baker,48.167,-99.648,1680,74.12,55.724,0.0,15.0,549.0,-98.0,"Benson, ND",2017-07-01
Baker,48.167,-99.648,1680,74.12,52.37600000000001,0.0,13.0,562.0,-105.0,"Benson, ND",2017-07-02
Baker,48.167,-99.648,1680,83.76799999999999,58.694,0.01,21.0,583.0,-104.0,"Benson, ND",2017-07-03
Baker,48.167,-99.648,1680,90.338,62.88800000000001,0.209,24.0,607.0,-102.0,"Benson, ND",2017-07-04
Baker,48.167,-99.648,1680,88.75399999999998,63.24800000000001,0.0,25.0,632.0,-97.0,"Benson, ND",2017-07-05
Baker,48.167,-99.648,1680,80.47399999999998,61.826,0.01,21.0,653.0,-94.0,"Benson, ND",2017-07-06
Baker,48.167,-99.648,1680,79.88,57.326,0.0,19.0,672.0,-90.0,"Benson, ND",2017-07-07
Baker,48.167,-99.648,1680,84.866,57.848,0.0,21.0,693.0,-87.0,"Benson, ND",2017-07-08
